ISIN,Fund Name,SFDR,Sustainabilty Theme,Fund Provider,Fund Launch - start,Fund Currency,Funds Description,Funds Domicile,Benchmark ,Geography,AuM 2022 - amount USD mios,Perf 1Y USD,Impact Investing,Negative Screening,Positive Screening,Responsible Investments,SRI,ESG Rating,UNCTAD Sensitive sectors,Weapon ,Cluster bombs / Nuclear Weapons (NPT) ,Tobacco ,Gambling ,Pornography ,GMO ,Nuclear ,Alcohol ,Fossil fuels ,Coal ,Clean tech ,Net climate impact,UNCTAD SDG Alignment,Water and sanitation,Transport infrastructure,Telecommunications infrastructure,Power,Health,Food and agriculture,Education,Eco-systems/biodiversity,Climate change mitigation,Climate change adaptation,Portfolio weighted Co2 (Kt Co2 total) ,Portfolio weighted Co2 Intensity (tCO2/mio Revenues $),SBTi,No Info,SBTI - Committed,SBTI - Targets Set 2°C,SBTI - Targets Set Well-below 2°C,SBTI - Targets Set 1.5°C
LU0119209004,Goldman Sachs Gl Hlth Care Eq - P Cap USD,Article 8,SRI,Nn Investment Partners,"35,230.00",USDollar,"The Fund invests primarily in a diversified portfolio of shares and/or transferable securities issued by companies active in the health care sector. This may include companies involved in the following industries : health care equipment and services (including manufacturers of health care equipment and supplies, distributors of health care products, providers of basic health-care services or owners and operators of health care facilities and organizations); research, development, production or marketing of pharmaceuticals or biotechnological products.",Luxembourg,MSCI World/Health Care NR,Global,367.76,-0.06,,"ex Weapons, ex Tobacco, ex Fossil Energy",,TRUE,,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,463.66,13.96,% Targets set,0.28,0.37,0.00,0.00,0.35
DK0060671584,Handelsinvest Verden Engros AK,Article 8,SRI,Handelsbanken,"42,342.00",DanishKrone,"The goal of this investment is, through an active investment strategy, to create a long-term return that is better than the development of the global stock market. The share class intends to invest in 80 - 150 shares. Investments are mainly made in foreign equities. In order to spread risk, a maximum of 10% of the assets may be invested in a single share. Dividends are usually paid at the beginning of the year.",Denmark,Index is not available on Lipper Database,Global,160.88,-0.21,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Alcohol or Drugs, ex Fossil Energy",,TRUE,,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.29,0.00,0.00,0.00,0.00,0.22,0.05,0.02,0.00,0.01,0.00,798.03,64.38,% Targets set,0.44,0.21,0.01,0.03,0.29
DK0010157296,Handelsinvest Verden,Article 8,SRI,Handelsbanken,"33,044.00",DanishKrone,"The Fund invests in 80-150 shares. There are mainly invested in foreign equities. For reasons of risk diversification, up to a maximum 10% of its assets may be invested n a single stock. The Fund is actively managed.",Denmark,Index is not available on Lipper Database,Global,36.89,-0.22,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Alcohol or Drugs, ex Fossil Energy",,TRUE,,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.29,0.00,0.00,0.00,0.00,0.22,0.05,0.02,0.00,0.01,0.00,798.03,64.38,% Targets set,0.44,0.21,0.01,0.03,0.29
,BMO SDG Engagement Global Equity Fund Series A,N/A,SRI,BMO Global Asset Management,"44,403.00",CanadianDollar,"This funds objective is to achieve long-term capital appreciation by investing primarily in global equities using a responsible investment approach to support sustainable development goals. The fund invests in companies identied through reference to sustainable development goals, such as sustainable development goals identied by the United Nations, which address issues including poverty, inequality, climate change, environmental degradation, prosperity, peace and justice by fundamentally reviewing the nancial statistics of each company to identify high quality businesses with strong management and attractive valuation.",Canada,MSCI AC World TR USD,Global,1.46,-0.23,Sustainable Development Goals (SDGs),,,TRUE,,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.36,0.02,0.00,0.00,0.00,0.21,0.08,0.00,0.05,0.00,0.00,"1,100.47",121.40,% Targets set,0.55,0.18,0.03,0.07,0.16
LU2337310051,AS SICAV I - Gl Clim & Environ Equity A Acc USD,Article 9,SRI,Aberdeen Standard Investments,"44,383.00",USDollar,"The Funds investment objective is long term total return to be achieved by investing in global equity and equity related securities including Emerging Market countries that develop or use products and services designed to maximize resource efficiency, support the transition to a low carbon economy and address wider environmental challenges.",Luxembourg,Index is not provided by Management Company,Global,4.76,-0.26,,"ex Weapons, ex Tobacco, ex Fossil Energy",,TRUE,TRUE,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.06,0.00,0.30,0.24,0.26,0.02,0.00,0.00,0.09,0.06,0.07,0.00,0.08,0.02,0.00,"2,726.94",216.66,% Targets set,0.14,0.17,0.03,0.00,0.63
IE00BLKQFV08,Fidelity Sust Water and Waste FAM Fund CLASS A,Article 8,SRI,Fidelity Investments,"44,151.00",Euro,"The investment objective of the Sub-Fund is to achieve long-term capital growth from a portfolio made up of at least 70% of the Net Asset Value of equity securities of companies around the world which are involved in the design, manufacture, or sale of products and services used for or in connection with the water and waste management sectors and/or that in the opinion of the Investment Manager demonstrate effective governance and superior management of environmental, social and governance issues (ESG Considerations), as described in more detail in the Sub-Funds supplement.",Ireland,Index is not available on Lipper Database,Global,323.95,-0.29,,,,TRUE,,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.16,0.00,0.00,0.00,0.05,0.00,0.00,0.09,0.00,0.00,"1,658.63",207.35,% Targets set,0.60,0.11,0.00,0.03,0.18
GB00BP2Q6Z76,Natixis Mirova Global Sustainable Equity N/A GBP,N/A,SRI,Natixis Investment Managers,"44,475.00",UKPoundSterling,The Natixis Mirova Global Sustainable Equity Fund (the Fund) seeks to grow your investment over the long term (at least 5 years) and aims to contribute positively to the achievement of one or more of the UN. Sustainable Development Goals (the Goals). The Fund will invest at least two thirds of its portfolio (excluding money market instruments and cash) in companies which are contributing positively to achieving one or more of the Goals through developing products or services to respond to key sustainable issues or Themes (as defined below).,UK,Index is not available on Lipper Database,Global,21.30,-0.23,Sustainable Development Goals (SDGs),,,TRUE,,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.03,0.00,0.12,0.09,0.29,0.01,0.00,0.00,0.08,0.27,0.01,0.00,0.00,0.00,0.00,"2,446.31",107.95,% Targets set,0.27,0.15,0.00,0.03,0.49
LU2308191738,BNP Paribas Ecosystem Rstrtion Classic Cap,Article 9,SRI,Bnp Paribas Am,"44,348.00",Euro,"The Fund seeks to increase the value of its assets over the medium term by investing in shares issued by worldwide companies that engage in the restoration and preservation of the world's ecosystems and natural capital. At all times, this thematic sub-fund invests at least 75% of its assets in equities and/or equity equivalent securities issued by companies globally that are providing solutions to aquatic, terrestrial, and urban ecosystems through their products, services or processes.",Luxembourg,MSCI AC World NR EUR,Global,139.85,-0.43,,"ex Weapons, ex Tobacco, ex Fossil Energy",,TRUE,TRUE,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.46,0.08,0.00,0.00,0.00,0.01,0.18,0.00,0.11,0.09,0.00,"4,841.82",375.74,% Targets set,0.49,0.18,0.00,0.14,0.11
LU2366405079,Aviva Investors Natural Cap Trans Gl Eq A USD,Article 8,SRI,Aviva Investors,"44,530.00",USDollar,"To increase the value of the Shareholders investment over the long term (5 years or more) and to have a positive impact on the transition towards a nature positive economy, by investing in global equities of companies which are deemed to be providing solutions to protect or restore the Earths natural capital or to reduce human impact on nature, or are transitioning their business models towards a nature positive economy.",Luxembourg,MSCI AC World TR USD,Global,22.36,-0.28,Sustainable Development Goals (SDGs),"ex Weapons, ex Tobacco",,TRUE,TRUE,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.35,0.04,0.00,0.00,0.00,0.16,0.09,0.00,0.06,0.00,0.00,"2,266.73",112.22,% Targets set,0.19,0.23,0.01,0.07,0.41
LU2294186379,Vontobel Fund II Global Impact Equities A EUR,Article 9,SDG Impact,Vontobel Asset Management,"44,316.00",Euro,"The fund seeks to provide long-term capital growth in EUR. While respecting the principle of risk diversification, the Sub-Fund's assets are mainly exposed to the equity markets by investing its assets in equities, equity-like transferable securities,including ADRs and GDRs, etc. issued by companies worldwide whose products or services provide a positive impact on the environment and/or society in the investment managers opinion. Investments will be made in companies addressing critical challenges like population growth, urbanization and rising inequalities.",Luxembourg,MSCI AC World NR EUR,Global,72.11,-0.22,,,Best in Class,TRUE,,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.00,0.14,0.11,0.37,0.04,0.00,0.00,0.06,0.18,0.11,0.00,0.03,0.01,0.00,"2,673.00",192.73,% Targets set,0.36,0.28,0.00,0.12,0.21
LU2344438796,LUX IM ESG Vontobel Clean Technology DXL Cap,Article 9,Multi Trends,Vontobel Asset Management,"44,406.00",Euro,"The Fund aims to provide capital growth over the long term through a diversified and flexible exposure to companies that operate in the green technology sector, and thus which offer technologies and solutions aiming to mitigate climate change and reduce air and water pollution. As a consequence, the asset allocation of the Fund will follow a thematic approach by focusing on companies active in the following areas: green energy infrastructure; smart building technology, low emissions transportation; clean water solutions; resource-efficient industries; recycling.",Luxembourg,Index is not provided by Management Company,Global,31.37,-0.25,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Alcohol or Drugs, ex Other",,TRUE,,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.02,0.00,0.41,0.39,0.12,0.05,0.00,0.00,0.08,0.01,0.02,0.00,0.03,0.00,0.00,"3,555.40",207.32,% Targets set,0.35,0.22,0.00,0.08,0.29
LU2496629259,RobecoSAM Net Zero 2050 Climate Equities D EUR,Article 9,Climate Change,Robeco Asset Management,"44,757.00",Euro,"The fund has as its sustainable investment objective to contribute to keeping the maximum global temperature rise well-below 2C by reducing the carbon footprint of the portfolio in line with the MSCI World Climate Change Index. The foregoing is implemented by essentially actively investing in companies that contribute to achieve Net Zero by 2050. In addition to pursuing the sustainable investment objective, the fund at the same time aims to provide long term capital growth.The fund will take exposure of at least two-thirds of its total assets to equities of companies that mainly operate in mature economies.",Luxembourg,Index is not available on Lipper Database,Global,3.68,,,,Thematic,TRUE,,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.31,0.29,0.23,0.00,0.00,0.00,0.04,0.07,0.10,0.00,0.06,0.00,0.00,756.36,55.28,% Targets set,0.43,0.22,0.00,0.02,0.26
LU2200569536,LO Funds IV - Climate Transition X1 (USD) IA,Article 9,Climate Change,Lombard Odier (Lodh),"44,046.00",USDollar,"The Sub-Fund invests in equity and equity related securities issued by companies worldwide (including Emerging Markets) which growth will benefit from regulations, innovations, services or products related to the global fight against or adaptation to climate change. It seeks to invest in high quality companies with sustainable financial models, business practices and business models showing resilience and the ability to evolve and benefit from long term structural trends using LOIM proprietary ESG and Sustainability Profiling tools and methodologies.",Luxembourg,MSCI World NR USD,Global,40.67,-0.23,,"ex Weapons, ex Other",Thematic,TRUE,,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.00,0.21,0.18,0.15,0.02,0.00,0.00,0.03,0.06,0.00,0.00,0.02,0.06,0.00,"1,991.21",171.39,% Targets set,0.54,0.09,0.00,0.03,0.24
LU1437676122,Pictet-Global Thematic Opportunities-P USD,Article 9,Multi Trends,Pictet Asset Management,"42,633.00",USDollar,"The Compartment aims to achieve capital growth by investing mainly in equities and equity related securities (such as ADR, GDR, EDR) issued by companies throughout the world (including emerging countries). The Compartment will invest mainly in securities that may benefit from global long-term market themes resulting from secular changes in economic and social factors such as demographics, lifestyle, regulations or the environment.",Luxembourg,MSCI AC World NR USD,Global,"1,031.71",-0.28,,"ex Weapons, ex Other",Thematic,TRUE,,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.08,0.06,0.34,0.00,0.00,0.02,0.02,0.26,0.04,0.00,0.02,0.00,0.00,"1,806.75",119.02,% Targets set,0.46,0.21,0.00,0.02,0.30
LU2240825336,AZ Fund 1 - AZ Eq-Water&Renewbl Res A-AZ EUR Acc,Article 8,Water,Azimut Investments Sa,"44,229.00",Euro,"The fund aims to achieve its investment objective by actively managing a diversified portfolio of equity and equity-related securities issued by companies worldwide involved in the development, manufacturing or sale of products and services used for, or linked to, the water sector (from water production to treatment), as well as companies specialising in waste management and/or renewable resources.",Luxembourg,Index is not provided by Management Company,Global,208.41,-0.21,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Nuclear, ex Alcohol or Drugs, ex Fossil Energy",,TRUE,TRUE,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.04,0.02,0.03,-0.01,0.46,0.24,0.00,0.00,0.03,0.02,0.02,0.00,0.17,0.01,0.00,"4,879.90",399.00,% Targets set,0.49,0.24,0.00,0.11,0.11
FI4000411350,WIP Water Fund AIF A,N/A,Water,WIP Asset Management,"44,105.00",Euro,"Fund is actively managed ESG thematic alternative investment fund. The fund invests globally and selectively in companies within the water industry, whose core business is based on water-related activities such as water infrastructure or water technology. The majority of the funds holdings are in global listed equity, particularly in large and medium-sized stable quality companies. The emphasis is also on target companies responsibility.",Finland,Index is not provided by Management Company,Global,5.33,-0.23,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Nuclear, ex Alcohol or Drugs, ex Fossil Energy",Thematic,TRUE,,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,"3,775.82",363.54,% Targets set,0.35,0.28,0.00,0.10,0.23
LU0823416762,BNP Paribas Health Care Innovators Classic Cap,Article 8,SRI,Bnp Paribas Am,"41,411.00",Euro,"The sub-fund invests at least 75% of its assets in equities and/or equity equivalent securities issued worldwide by health care companies that enable or benefit from innovative technologies, including, but not limited to, advances in genetic sequencing, drug delivery, miniaturization, bio-compatible materials, haptics and information technology to the healthcare field. The remaining portion, namely a maximum of 25% of its assets, may be invested in any other transferable securities, money market instruments, or cash, provided that investments in debt securities of any kind do not exceed 15% of its assets, and up to 10% of its assets may be invested in UCITS or UCIs.",Luxembourg,MSCI World/Health Care 10/40 NR EUR,Global,"1,631.95",-0.05,,,,TRUE,,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,260.59,24.69,% Targets set,0.53,0.25,0.00,0.03,0.17
US70472Q7161,Pear Tree Essex Environmntal Opportunities Fd;Inst,N/A,Cleantech,Pear Tree Advisors Inc,"42,979.00",USDollar,"The Fund seeks long-term capital appreciation. The Fund invests at least 80% of its net assets in equity securities of clean-tech companies. A clean-tech company is a company that the Funds sub-adviser believes provides leading technology solutions to solve environmental challenges, primarily focusing on climate change.",USA,MSCI World NR USD,Global,67.36,-0.28,,,Thematic,TRUE,,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.59,0.05,0.00,0.00,0.00,0.03,0.00,0.05,0.00,0.00,0.00,0.00,245.05,123.17,% Targets set,0.78,0.09,0.00,0.00,0.09
